"Bird","day","Square","Dur.hrs"
407,120,7142,0.0210185185185185
407,120,7321,0.000185185185185185
407,120,7322,0.0192592592592593
407,120,7326,0.00824074074074073
407,120,7327,0.0125925925925926
407,120,7506,0.0194444444444444
407,120,7511,0.0200925925925926
407,120,7691,0.019537037037037
407,120,7695,0.0118518518518519
407,120,7696,0.00814814814814813
407,120,7875,0.00574074074074073
407,120,7876,0.0137037037037037
407,120,7880,0.0200925925925926
407,120,8060,0.0194444444444444
407,120,8064,0.0152777777777778
407,120,8065,0.00472222222222223
407,120,8245,0.0194444444444444
407,120,8249,0.02
407,120,8430,0.00814814814814813
407,120,8433,0.0187037037037037
407,120,8434,0.0012037037037037
407,120,8617,0.00212962962962963
407,120,8618,0.0177777777777778
407,120,8802,0.02
407,120,8987,0.0317592592592593
407,120,9172,0.0727777777777777
407,120,9357,0.078148148148148
407,120,9542,0.052037037037037
407,120,9727,0.056111111111111
407,120,9912,0.056111111111111
407,120,10097,0.0426851851851853
407,120,10282,0.0377777777777777
407,120,14533,0.469537037037037
407,121,3814,0.204722222222222
407,121,3815,0.129074074074074
407,121,4000,0.319722222222222
407,121,4001,0.36851851851852
407,121,4002,0.0503703703703703
407,121,4186,0.51712962962963
407,121,4187,0.7925
407,121,4188,2.5962037037037
407,121,4372,0.339814814814813
407,121,4373,0.344351851851853
407,121,4374,0.37324074074074
407,121,4375,0.528425925925927
407,121,4557,0.245092592592593
407,121,4558,0.169722222222222
407,121,4559,0.626203703703703
407,121,4741,0.109537037037037
407,121,4742,0.0672222222222223
407,121,14533,2.29416666666667
407,122,4374,0.0197222222222222
407,122,4375,0.0499074074074073
407,122,4557,0.0123148148148148
407,122,4558,0.063148148148148
407,122,4559,0.154907407407407
407,122,4560,0.0421296296296297
407,122,4741,0.0139814814814815
407,122,4742,0.019537037037037
407,122,4744,0.200648148148148
407,122,4925,0.0155555555555556
407,122,4926,0.017962962962963
407,122,4929,0.157962962962963
407,122,5109,0.0171296296296296
407,122,5110,0.0163888888888889
407,122,5113,0.0087962962962963
407,122,5114,0.00398148148148147
407,122,5293,0.0187037037037037
407,122,5294,0.0148148148148148
407,122,5298,0.0127777777777778
407,122,5477,0.0138888888888889
407,122,5478,0.0131481481481481
407,122,5482,0.00685185185185187
407,122,5483,0.00601851851851853
407,122,5662,0.0189814814814815
407,122,5667,0.0127777777777778
407,122,5847,0.0210185185185185
407,122,5851,0.0048148148148148
407,122,5852,0.00796296296296297
407,122,6032,0.0222222222222222
407,122,6036,0.0127777777777778
407,122,6217,0.0223148148148148
407,122,6220,0.00277777777777778
407,122,6221,0.01
407,122,6402,0.0222222222222222
407,122,6405,0.0128703703703704
407,122,6587,0.0223148148148148
407,122,6589,0.000648148148148147
407,122,6590,0.012037037037037
407,122,6772,0.0222222222222222
407,122,6774,0.0127777777777778
407,122,6957,0.0223148148148148
407,122,6959,0.0127777777777778
407,122,7142,0.0222222222222222
407,122,7143,0.0114814814814815
407,122,7144,0.0012037037037037
407,122,7327,0.0212037037037037
407,122,7328,0.0138888888888889
407,122,7512,0.0272222222222222
407,122,7513,0.00722222222222223
407,122,7696,0.0137037037037037
407,122,7697,0.0191666666666667
407,122,7881,0.0183333333333333
407,122,7882,0.0147222222222222
407,122,8065,0.00583333333333333
407,122,8066,0.022962962962963
407,122,8067,0.00407407407407407
407,122,8250,0.0183333333333333
407,122,8251,0.0146296296296296
407,122,8435,0.0183333333333333
407,122,8436,0.0146296296296296
407,122,8619,0.0162962962962963
407,122,8620,0.0156481481481481
407,122,8621,0.000925925925925927
407,122,8804,0.0182407407407407
407,122,8805,0.0147222222222222
407,122,8988,0.00833333333333333
407,122,8989,0.012037037037037
407,122,8990,0.0125
407,122,9173,0.02
407,122,9174,0.0146296296296296
407,122,9357,0.0175
407,122,9358,0.00564814814814813
407,122,9359,1.04064814814815
407,122,9542,0.00824074074074073
407,122,9544,0.0852777777777777
407,122,9728,0.0726851851851853
407,122,9729,0.0025
407,122,9913,0.0289814814814815
407,122,10098,0.0288888888888889
407,122,10283,0.0289814814814815
407,122,10468,0.0075
407,122,11022,0.0464814814814813
407,122,12500,0.00148148148148148
407,122,12869,0.0190740740740741
407,122,13054,0.0190740740740741
407,122,13239,0.0191666666666667
407,122,13424,0.0190740740740741
407,122,13609,0.0190740740740741
407,122,13794,0.0190740740740741
407,122,13979,0.0190740740740741
407,122,14164,0.0185185185185185
407,122,14349,0.0074074074074074
407,122,14533,1.6737962962963
407,122,14718,0.077037037037037
407,122,14902,0.0794444444444443
407,122,14903,0.00231481481481481
407,122,15085,0.0140740740740741
407,122,15086,0.0574074074074074
407,122,15087,0.0181481481481481
407,122,15270,0.0241666666666667
407,122,15454,0.0237037037037037
407,122,15455,0.00037037037037037
407,122,15638,0.0222222222222222
407,122,15639,0.00175925925925926
407,122,15822,0.0208333333333333
407,122,15823,0.00324074074074074
407,122,16007,0.00462962962962963
407,122,16191,0.00601851851851853
407,122,16374,0.458425925925927
407,122,16375,0.0200925925925926
407,123,4189,0.060462962962963
407,123,4372,0.00583333333333333
407,123,4373,0.048148148148148
407,123,4374,0.472222222222223
407,123,4375,0.263333333333333
407,123,4552,0.0134259259259259
407,123,4553,0.0322222222222222
407,123,4554,0.0321296296296296
407,123,4555,0.0301851851851852
407,123,4556,0.0315740740740741
407,123,4557,0.042037037037037
407,123,4559,0.0109259259259259
407,123,4560,0.175092592592593
407,123,4734,0.0049074074074074
407,123,4735,0.0263888888888889
407,123,4736,0.0323148148148148
407,123,4737,0.0187962962962963
407,123,4745,0.196296296296296
407,123,4746,0.214166666666667
407,123,4918,0.00583333333333333
407,123,4919,0.0123148148148148
407,123,4931,0.48425925925926
407,123,4932,0.0247222222222222
407,123,5102,0.0098148148148148
407,123,5103,0.0130555555555556
407,123,5116,0.0264814814814815
407,123,5117,1.06083333333333
407,123,5286,0.0126851851851852
407,123,5287,0.0126851851851852
407,123,5469,0.00194444444444444
407,123,5470,0.017962962962963
407,123,5471,0.0061111111111111
407,123,5653,0.0099074074074074
407,123,5654,0.0159259259259259
407,123,5837,0.0178703703703704
407,123,5838,0.00787037037037037
407,123,6020,0.00805555555555557
407,123,6021,0.0178703703703704
407,123,6204,0.0161111111111111
407,123,6205,0.0098148148148148
407,123,6387,0.0061111111111111
407,123,6388,0.017962962962963
407,123,6389,0.00185185185185185
407,123,6571,0.00824074074074073
407,123,6572,0.0196296296296296
407,123,6755,0.00916666666666667
407,123,6756,0.019537037037037
407,123,14533,0.175
407,123,14718,0.038148148148148
407,123,14902,0.044074074074074
407,123,15086,2.05185185185185
407,124,14533,2.45601851851852
407,124,14534,0.0964814814814813
407,125,14533,0.813796296296297
407,126,14533,1.70305555555556
407,126,14718,0.0500925925925927
407,127,11022,0.103148148148148
407,127,11023,0.00675925925925927
407,127,11208,0.0166666666666667
407,127,11393,0.0167592592592593
407,127,11578,0.0175
407,127,11762,0.0127777777777778
407,127,11763,0.00472222222222223
407,127,11947,0.0175
407,127,12132,0.0174074074074074
407,127,12316,0.0087037037037037
407,127,12317,0.0087962962962963
407,127,12501,0.0175
407,127,12686,0.0175
407,127,12870,0.00453703703703703
407,127,12871,0.0127777777777778
407,127,13055,0.0175
407,127,13240,0.0197222222222222
407,127,13424,0.0142592592592593
407,127,13425,0.00796296296296297
407,127,13609,0.0453703703703703
407,127,13794,0.0460185185185187
407,127,13979,0.046111111111111
407,127,14164,0.085925925925926
407,127,14349,0.0414814814814813
407,127,14533,0.491759259259259
407,127,14718,0.673796296296298
407,127,14902,0.231666666666667
407,128,0,0
407,129,14533,0.160092592592593
407,130,14533,0.157129629629629
407,131,14533,2.13777777777778
407,132,14533,0.217407407407407
407,133,14533,2.20935185185185
407,134,13794,0.169537037037037
407,134,13979,0.0162037037037037
407,134,14533,1.77361111111111
407,134,14534,0.48148148148148
407,135,14533,2.57972222222222
407,136,0,0
407,137,14533,0.692777777777778
407,138,13795,0.661296296296297
407,138,13979,0.0521296296296297
407,138,13980,0.395277777777777
407,138,14164,0.163981481481481
407,138,14165,0.226388888888889
407,138,14349,0.233703703703704
407,138,14533,0.464907407407407
407,138,14534,0.00425925925925927
407,139,14533,1.0787962962963
407,140,13794,0.060648148148148
407,140,13795,0.223333333333333
407,140,13796,0.115648148148148
407,140,13979,0.012037037037037
407,140,13980,0.226481481481481
407,140,14165,0.236759259259259
407,140,14349,0.190092592592593
407,140,14350,0.0197222222222222
407,140,14533,0.386018518518517
407,140,14534,0.065925925925926
407,141,0,0
407,142,0,0
407,143,0,0
407,144,0,0
407,145,0,0
407,146,0,0
407,147,0,0
407,148,0,0
407,149,0,0
407,150,0,0
407,151,0,0
407,152,0,0
407,153,0,0
407,154,0,0
407,155,0,0
407,156,0,0
407,157,0,0
407,158,0,0
407,159,0,0
407,160,0,0
407,161,0,0
407,162,0,0
407,163,0,0
407,164,0,0
407,165,0,0
407,166,0,0
407,167,0,0
407,168,0,0
407,169,0,0
407,170,0,0
407,171,0,0
407,172,0,0
407,173,0,0
408,1,14533,14.2858333333333
408,2,12869,0.161388888888889
408,2,13054,0.161388888888889
408,2,13239,7.14527777777778
408,2,13424,0.0719444444444444
408,2,13609,0.0719444444444444
408,2,13794,0.0722222222222222
408,2,13979,0.0719444444444444
408,2,14164,0.05
408,2,14533,2.37166666666667
408,3,14533,4.39249999999999
408,3,14534,0.0111111111111111
408,3,14719,0.0719444444444444
408,3,14720,0.0830555555555555
408,3,14721,0.0213888888888889
408,3,14906,0.0613888888888889
408,3,14907,0.0830555555555555
408,3,14908,0.0319444444444444
408,3,15093,0.0508333333333333
408,3,15094,0.220277777777778
408,3,15279,0.464166666666667
408,3,15464,0.506666666666667
408,3,15649,0.564722222222222
408,3,15834,0.389166666666667
408,3,15835,0.0897222222222222
408,3,16020,0.0547222222222222
408,3,16021,0.144722222222222
408,3,16022,0.00361111111111111
408,3,16207,0.140277777777778
408,3,16208,0.0116666666666667
408,4,12869,0.335555555555555
408,4,13054,0.400555555555556
408,4,13239,5.10138888888889
408,4,13424,0.0922222222222222
408,4,13609,0.0919444444444445
408,4,13794,0.0927777777777778
408,4,13979,0.0911111111111111
408,4,14164,0.0594444444444445
408,4,14349,0.0180555555555556
408,4,14533,1.26361111111111
408,4,14534,0.0691666666666667
408,4,14718,0.0258333333333334
408,4,14719,0.446666666666666
408,4,14720,0.0244444444444444
408,4,14905,0.0875
408,4,14906,0.0533333333333333
408,4,15091,0.0586111111111111
408,4,15092,0.0825
408,4,15277,0.0294444444444444
408,4,15278,0.0925
408,4,15279,0.0172222222222222
408,4,15464,0.0625
408,4,15465,0.0744444444444444
408,4,15650,0.00527777777777778
408,4,15651,0.08
408,4,15652,0.0516666666666667
408,4,15837,0.0280555555555556
408,4,15838,0.08
408,4,15839,0.0288888888888889
408,4,16024,0.055
408,4,16025,0.0730555555555556
408,4,16210,0.123333333333333
408,4,16395,0.123055555555556
408,4,16580,0.0144444444444444
408,4,16581,0.108333333333333
408,4,16766,0.0505555555555556
408,5,13054,0.0419444444444444
408,5,13239,0.560833333333333
408,5,13424,0.0486111111111111
408,5,13609,0.0877777777777778
408,5,13794,0.149166666666667
408,5,13979,0.0386111111111111
408,5,14164,0.0452777777777778
408,5,14349,0.0244444444444444
408,5,14533,3.86194444444444
408,6,14533,4.85250000000001
408,6,14534,0.168888888888889
408,6,14535,0.035
408,6,14536,0.0388888888888889
408,6,14537,0.0427777777777778
408,6,14538,0.00805555555555556
408,6,14719,0.233611111111111
408,6,14720,0.109166666666667
408,6,14721,0.109444444444444
408,6,14722,0.00111111111111111
408,6,14723,0.0372222222222222
408,6,14724,0.0433333333333333
408,6,14725,0.0472222222222222
408,6,14726,0.0513888888888889
408,6,14727,0.0302777777777778
408,6,14907,0.1075
408,6,14908,0.0805555555555556
408,6,14909,0.0627777777777778
408,6,14910,0.0238888888888889
408,6,14912,0.0302777777777778
408,6,14913,0.0727777777777778
408,6,15095,0.0358333333333333
408,6,15096,0.0622222222222222
408,6,15097,0.00277777777777778
408,6,15098,0.0161111111111111
408,6,15099,0.0863888888888889
408,6,15282,0.0830555555555555
408,6,15283,0.778333333333333
408,6,15284,1.0125
408,7,13054,0.0119444444444444
408,7,13239,0.0561111111111111
408,7,13424,0.0513888888888889
408,7,13609,0.0913888888888889
408,7,13794,0.804166666666667
408,7,13979,0.0458333333333333
408,7,13989,0.157222222222222
408,7,14173,0
408,7,14174,0.0930555555555556
408,7,14358,0.1
408,7,14359,0.0561111111111111
408,7,14533,6.44138888888889
408,7,14534,0.0427777777777778
408,7,14535,0.025
408,7,14536,0.0591666666666667
408,7,14537,0.0572222222222222
408,7,14538,0.0530555555555556
408,7,14539,0.0458333333333333
408,7,14542,0.0380555555555556
408,7,14543,0.0333333333333333
408,7,14719,0.0241666666666667
408,7,14720,0.0311111111111111
408,7,14722,0.00166666666666667
408,7,14723,0.00444444444444444
408,7,14724,0.0166666666666667
408,7,14725,0.0977777777777778
408,7,14726,0.0536111111111111
408,7,14727,0.0169444444444444
408,8,13619,0.0563888888888889
408,8,13620,0.0825
408,8,13803,0.364444444444444
408,8,13804,0.617777777777778
408,8,13805,0.0919444444444444
408,8,13806,0.112222222222222
408,8,13807,2.43555555555556
408,8,13988,0.578888888888889
408,8,13989,0.828888888888889
408,8,13990,0.225833333333333
408,8,13991,0.0208333333333333
408,8,13992,0.199722222222222
408,8,14172,0.873888888888889
408,8,14173,0.891666666666666
408,8,14174,0.332222222222222
408,8,14175,0.0127777777777778
408,8,14353,0.0316666666666667
408,8,14354,0.055
408,8,14355,0.055
408,8,14356,0.055
408,8,14357,0.752777777777778
408,8,14358,1.04083333333333
408,8,14533,3.06361111111111
408,8,14534,0.108333333333333
408,8,14535,0.104444444444444
408,8,14536,0.0961111111111111
408,8,14537,0.0963888888888889
408,8,14538,0.0711111111111111
408,8,14539,0.0483333333333333
408,8,14540,0.05
408,8,14541,0.0863888888888889
408,8,14542,0.645277777777778
408,8,14543,0.411944444444444
408,9,13609,0.075
408,9,13613,0.1075
408,9,13614,0.0163888888888889
408,9,13616,0.0441666666666667
408,9,13617,0.0563888888888889
408,9,13618,0.0563888888888889
408,9,13619,0.0786111111111111
408,9,13794,0.735555555555556
408,9,13795,0.06
408,9,13796,0.0516666666666667
408,9,13797,0.0655555555555556
408,9,13798,0.00972222222222222
408,9,13799,0.0452777777777778
408,9,13800,0.0513888888888889
408,9,13801,0.005
408,9,14357,0.0111111111111111
408,9,14358,0.0447222222222222
408,9,14359,0.0447222222222222
408,9,14360,0.139166666666667
408,9,14533,5.58916666666666
408,9,14534,0.0447222222222222
408,9,14535,0.045
408,9,14536,0.0447222222222222
408,9,14537,0.0444444444444444
408,9,14538,0.0447222222222222
408,9,14539,0.0447222222222222
408,9,14540,0.0447222222222222
408,9,14541,0.0447222222222222
408,9,14542,0.0336111111111111
408,9,14544,0.386111111111111
408,9,14545,0.125
408,9,14718,0.00138888888888889
408,9,14729,0.341944444444444
408,9,14730,0.0480555555555556
408,9,14731,0.0419444444444444
408,9,14732,0.0436111111111111
408,9,14733,0.0425
408,9,14734,0.0386111111111111
408,9,14735,0.0388888888888889
408,9,14736,0.0341666666666667
408,9,14921,0.00527777777777778
408,9,14922,0.0397222222222222
408,9,14923,0.0319444444444444
408,9,15108,0.00555555555555556
408,9,15109,0.0372222222222222
408,9,15110,0.0411111111111111
408,9,15286,0.0483333333333333
408,9,15287,0.0525
408,9,15288,0.00138888888888889
408,9,15295,0.0397222222222222
408,9,15296,0.0575
408,9,15473,0.0538888888888889
408,9,15474,0.0213888888888889
408,9,15479,0.756388888888889
408,9,15480,0.750555555555556
408,9,15659,0.0427777777777778
408,9,15660,0.0563888888888889
408,9,15664,0.333055555555556
408,9,15665,1.04194444444444
408,9,15845,0.00361111111111111
408,9,15846,0.0619444444444444
408,9,15847,0.0261111111111111
408,9,15848,0.601388888888889
408,9,15849,0.0288888888888889
408,9,15850,0.701944444444444
408,9,16032,0.323888888888889
408,9,16033,0.278888888888889
408,9,16034,0.00833333333333333
408,9,16218,0.0622222222222222
408,9,16219,0.203333333333333
408,9,16220,0.363055555555556
408,9,16403,0.0361111111111111
408,9,16404,0.716666666666667
408,9,16589,0.345
408,10,13063,0.251111111111111
408,10,13244,0.0263888888888889
408,10,13245,0.0577777777777778
408,10,13246,0.0625
408,10,13247,0.0847222222222222
408,10,13248,0.254722222222222
408,10,13249,0.0666666666666667
408,10,13250,0.694444444444444
408,10,13427,0.0155555555555556
408,10,13428,0.0644444444444444
408,10,13429,0.0338888888888889
408,10,13434,0.183611111111111
408,10,13435,0.00722222222222222
408,10,13611,0.239722222222222
408,10,13612,0.0497222222222222
408,10,13619,0.745
408,10,13796,0.799722222222222
408,10,13804,0.158055555555556
408,10,13805,0.05
408,10,13806,0.553055555555556
408,10,13807,0.364166666666667
408,10,13808,0.00944444444444444
408,10,13980,0.630555555555556
408,10,13981,0.134166666666667
408,10,13988,0.0355555555555556
408,10,13989,0.103611111111111
408,10,13990,0.406666666666667
408,10,14165,0.727222222222222
408,10,14173,0.0425
408,10,14175,0.3375
408,10,14350,0.655
408,10,14351,0.0186111111111111
408,10,14352,0.0633333333333333
408,10,14353,0.0897222222222222
408,10,14354,0.313888888888889
408,10,14355,0.0569444444444444
408,10,14356,0.0225
408,10,14358,0.0511111111111111
408,10,14360,0.420277777777778
408,10,14533,0.173055555555555
408,10,14534,0.484444444444445
408,10,14535,0.405833333333334
408,10,14536,0.0536111111111111
408,10,14541,0.045
408,10,14543,0.106944444444445
408,10,14544,0.143888888888889
408,10,14545,0.2975
408,10,14718,0.199166666666667
408,10,14719,1.99527777777778
408,10,14720,0.141388888888889
408,10,14721,0.141388888888889
408,10,14722,0.0305555555555556
408,10,14725,0.0105555555555556
408,10,14726,0.0444444444444444
408,10,14727,0.131111111111111
408,10,14728,0.0675
408,10,14905,0.0594444444444444
408,10,14906,0.0536111111111111
408,10,14907,0.5325
408,10,14908,0.0397222222222222
408,10,14909,0.0397222222222222
408,10,14910,0.0280555555555556
408,10,14912,0.170833333333333
408,10,14913,0.631111111111111
408,10,14914,0.0480555555555556
408,10,15092,0.548333333333333
408,10,15097,0.0933333333333333
408,10,15099,0.0111111111111111
408,10,15100,0.0594444444444444
408,10,15101,0.00361111111111111
408,10,15277,0.200555555555556
408,10,15278,0.0988888888888889
408,10,15279,0.000277777777777778
408,10,15281,0.0669444444444444
408,10,15282,0.0113888888888889
408,10,15286,0.00194444444444444
408,10,15464,0.0925
408,10,15465,0.0133333333333333
408,10,15466,0.0763888888888889
408,10,15649,0.0822222222222222
408,10,15650,0.09
408,10,15834,0.0916666666666667
408,10,15835,0.299166666666667
408,10,16019,0.191111111111111
408,10,16204,0.146388888888889
408,10,16389,0.159722222222222
408,10,16574,0.463333333333333
408,10,16759,0.16
408,11,12882,0.124444444444444
408,11,13066,0.930277777777778
408,11,13067,0.0541666666666667
408,11,13249,0.0336111111111111
408,11,13250,0.0702777777777778
408,11,13251,0.350833333333333
408,11,13252,0.00444444444444444
408,11,13431,0.0347222222222222
408,11,13432,0.0383333333333333
408,11,13433,0.0347222222222222
408,11,13434,0.00111111111111111
408,11,13437,0.115
408,11,13613,0.221666666666667
408,11,13614,0.160277777777778
408,11,13615,0.0502777777777778
408,11,13616,0.00416666666666667
408,11,13622,1.51527777777778
408,11,13797,0.0275
408,11,13798,0.0891666666666667
408,11,13807,1.02583333333333
408,11,13981,0.0288888888888889
408,11,13982,0.0177777777777778
408,11,14164,0.328333333333333
408,11,14165,0.0855555555555555
408,11,14166,0.0166666666666667
408,11,14349,1.18555555555555
408,11,14350,0.0216666666666667
408,11,14533,2.13138888888889
408,11,14534,0.706666666666667
408,12,12881,1.13555555555556
408,12,12882,0.411666666666667
408,12,13066,1.22888888888889
408,12,13067,0.352222222222222
408,12,13251,0.546666666666667
408,12,13252,0.137222222222222
408,12,13435,0.437222222222222
408,12,13436,0.168888888888889
408,12,13619,0.0105555555555556
408,12,13620,0.713055555555556
408,12,13794,0.0775
408,12,13795,0.0455555555555556
408,12,13796,0.04
408,12,13797,0.0425
408,12,13798,0.0430555555555556
408,12,13799,0.0430555555555556
408,12,13800,0.0430555555555556
408,12,13801,0.0430555555555556
408,12,13802,0.0577777777777778
408,12,13803,0.119166666666667
408,12,13804,0.120833333333333
408,12,13805,0.213333333333333
408,12,13985,0.0413888888888889
408,12,13986,0.0691666666666667
408,12,13987,0.05
408,12,14167,0.000555555555555556
408,12,14168,0.0863888888888889
408,12,14169,0.0783333333333333
408,12,14170,0.0258333333333333
408,12,14350,0.0352777777777778
408,12,14351,0.0866666666666667
408,12,14352,0.0858333333333333
408,12,14533,6.82944444444444
408,12,14534,1.06444444444444
408,12,14535,0.0513888888888889
408,13,14533,5.50972222222222
408,14,13992,0.53
408,14,14177,1.78361111111111
408,14,14178,0.0191666666666667
408,14,14354,0.0394444444444444
408,14,14355,0.0494444444444444
408,14,14356,0.0502777777777778
408,14,14357,0.0563888888888889
408,14,14358,0.0105555555555556
408,14,14361,0.0263888888888889
408,14,14362,0.661944444444444
408,14,14533,0.452777777777778
408,14,14534,0.333888888888889
408,14,14535,0.1075
408,14,14536,0.114166666666667
408,14,14537,0.121111111111111
408,14,14538,0.468333333333333
408,14,14539,0.075
408,14,14543,0.0461111111111111
408,14,14544,0.0555555555555556
408,14,14545,0.0155555555555556
408,14,14546,0.0625
408,14,14547,0.603055555555556
408,14,14723,0.227222222222222
408,14,14724,0.0766666666666667
408,14,14728,0.0363888888888889
408,14,14729,0.06
408,14,14730,0.0977777777777778
408,14,14731,0.526111111111111
408,14,14732,0.170833333333333
408,14,14733,0.0397222222222222
408,14,14734,0.0455555555555556
408,14,14735,0.0522222222222222
408,14,14736,0.0455555555555556
408,14,14909,0.0380555555555556
408,14,14910,0.0619444444444444
408,14,14911,0.0583333333333333
408,14,14912,0.0591666666666667
408,14,14913,0.0261111111111111
408,14,14916,0.983888888888889
408,14,14917,0.0930555555555556
408,14,14918,0.0530555555555556
408,14,14919,0.0169444444444444
408,14,14921,0.0280555555555556
408,14,14922,0.105277777777778
408,14,14923,0.348055555555556
408,14,15100,1.60611111111111
408,14,15101,0.819444444444445
408,14,15104,0.0305555555555556
408,14,15105,0.0480555555555556
408,14,15106,0.055
408,14,15107,0.113333333333333
408,14,15108,0.638611111111111
408,14,15285,0.240277777777778
408,14,15291,0.0925
408,14,15292,0.635
408,14,15293,0.586666666666667
408,14,15478,0.717777777777778
408,14,15663,0.508888888888889
408,15,14533,0.408333333333333
408,16,0,0
408,17,14533,4.43083333333333
408,17,14718,0.571666666666667
408,18,14533,0.3825
408,19,12326,0.813333333333333
408,19,12327,2.2
408,19,12511,0.924444444444444
408,19,12512,0.749166666666667
408,19,12696,0.786388888888889
408,19,12697,0.631388888888889
408,19,12869,0.103055555555556
408,19,12881,0.0969444444444444
408,19,12882,0.574722222222222
408,19,12883,0.104166666666667
408,19,12884,0.0955555555555556
408,19,13054,0.0230555555555556
408,19,13055,0.0797222222222222
408,19,13064,0.0627777777777778
408,19,13065,0.122777777777778
408,19,13066,0.511388888888889
408,19,13069,0.00861111111111111
408,19,13070,0.104444444444444
408,19,13071,0.0986111111111111
408,19,13240,0.0980555555555556
408,19,13241,0.00444444444444444
408,19,13245,0.0713888888888889
408,19,13246,0.0872222222222222
408,19,13247,0.111388888888889
408,19,13248,0.122777777777778
408,19,13249,0.06
408,19,13256,0.140833333333333
408,19,13426,0.128611111111111
408,19,13427,0.0872222222222222
408,19,13428,0.0872222222222222
408,19,13429,0.0872222222222222
408,19,13430,0.0161111111111111
408,19,13441,0.0208333333333333
408,19,13442,0.119166666666667
408,19,13611,0.00944444444444444
408,19,13627,0.140833333333333
408,19,13804,0.0844444444444444
408,19,13812,0.13
408,19,13986,0.0266666666666667
408,19,13987,0.101111111111111
408,19,13988,0.101111111111111
408,19,13989,0.0472222222222222
408,19,13990,0.185833333333333
408,19,13991,0.185555555555556
408,19,13992,0.208611111111111
408,19,13993,0.2275
408,19,13994,0.0608333333333333
408,19,13997,0.13
408,19,14169,0.100833333333333
408,19,14170,0.101111111111111
408,19,14171,0.0741666666666667
408,19,14179,0.250833333333333
408,19,14180,0.489722222222222
408,19,14181,0.0438888888888889
408,19,14182,0.13
408,19,14351,0.0738888888888889
408,19,14352,0.101111111111111
408,19,14353,0.101111111111111
408,19,14366,0.245277777777778
408,19,14367,0.238333333333333
408,19,14533,0.526388888888889
408,19,14534,0.101111111111111
408,19,14535,0.101111111111111
408,19,14536,0.0269444444444444
408,20,12152,0.133055555555556
408,20,12335,0.0941666666666667
408,20,12336,0.106388888888889
408,20,12337,0.0275
408,20,12517,0.0405555555555556
408,20,12518,0.106666666666667
408,20,12519,0.106666666666667
408,20,12520,0.0119444444444444
408,20,12685,1.97222222222222
408,20,12699,0.0761111111111111
408,20,12700,0.0975
408,20,12701,0.0975
408,20,12702,0.155277777777778
408,20,12869,0.156944444444444
408,20,12881,0.0383333333333333
408,20,12882,0.0591666666666667
408,20,12883,0.0975
408,20,12884,0.0211111111111111
408,20,13054,0.1575
408,20,13064,0.0472222222222222
408,20,13065,0.0538888888888889
408,20,13066,0.00388888888888889
408,20,13239,3.3075
408,20,13240,0.974166666666667
408,20,13248,0.0708333333333333
408,20,13249,0.0294444444444444
408,20,13425,0.828055555555556
408,20,13426,0.300277777777778
408,20,13431,0.0172222222222222
408,20,13432,0.0766666666666667
408,20,13433,0.00583333333333333
408,20,13610,0.330833333333333
408,20,13611,0.501666666666667
408,20,13615,0.0405555555555556
408,20,13616,0.0591666666666667
408,20,13795,0.6675
408,20,13799,0.0638888888888889
408,20,13800,0.0361111111111111
408,20,13980,0.333888888888889
408,20,13983,0.0875
408,20,13984,0.0125
408,20,14164,0.0311111111111111
408,20,14165,0.120833333333333
408,20,14167,0.00888888888888889
408,20,14168,0.0669444444444444
408,20,14349,0.152222222222222
408,20,14351,0.0102777777777778
408,20,14352,0.0483333333333333
408,20,14533,0.773888888888889
408,20,14534,0.264722222222222
408,20,14535,0.181388888888889
408,20,14536,0.127222222222222
408,20,14718,0.186388888888888
408,20,14719,0.00638888888888889
408,21,11596,0.183055555555556
408,21,11597,0.246666666666667
408,21,11781,0.454722222222222
408,21,11782,0.528611111111111
408,21,11783,0.475833333333333
408,21,11966,0.602222222222222
408,21,11967,1.23527777777778
408,21,12151,0.634722222222222
408,21,12152,0.924444444444444
408,21,12153,0.0511111111111111
408,21,12155,0.983888888888889
408,21,12336,0.263611111111111
408,21,12337,0.404444444444444
408,21,12338,0.288333333333333
408,21,12339,0.136388888888889
408,21,12340,2.79694444444444
408,21,12521,0.717777777777778
408,21,12522,0.0677777777777778
408,21,12523,0.358055555555556
408,21,12524,0.352777777777778
408,21,12525,0.858333333333333
408,21,12708,0.305555555555556
408,21,12709,1.37055555555556
408,21,12710,0.194722222222222
408,21,12894,2.38361111111111
408,21,13079,1.765
408,21,13264,0.115
408,21,13265,0.0352777777777778
408,21,13450,0.245833333333333
408,21,13451,0.22
408,21,13636,0.123888888888889
408,21,13821,0.085
408,21,14006,0.122222222222222
408,21,14191,0.122222222222222
408,21,14376,0.122222222222222
408,21,14561,0.123055555555556
408,21,14718,0.0155555555555556
408,21,14719,0.110833333333333
408,21,14720,0.110833333333333
408,21,14721,0.0527777777777778
408,21,14744,0.0275
408,21,14745,0.0994444444444444
408,21,14746,0.0536111111111111
408,21,14906,0.0575
408,21,14907,0.110833333333333
408,21,14908,0.134166666666667
408,21,14909,0.0702777777777778
408,21,14924,0.0227777777777778
408,21,14925,0.0761111111111111
408,21,14926,0.0761111111111111
408,21,14927,0.0758333333333333
408,21,14928,0.0758333333333333
408,21,14929,0.0483333333333333
408,21,15095,0.0636111111111111
408,21,15096,0.0636111111111111
408,21,15097,0.0636111111111111
